Jsc4,Voc4,FF4,Hysteresis4,PCE4
0.99465,1.00562,0.99763,0.95638,0.99902
0.99675,1.00562,0.99761,0.95631,0.99868
0.99538,1.00562,0.9976,0.95624,0.99854
0.99504,1.00566,0.99757,0.95638,0.99853
0.99522,1.00562,0.99755,0.95626,0.99835
0.99522,1.00558,0.99753,0.95626,0.99811
0.99547,1.00556,0.9975,0.95622,0.99809
0.99552,1.00557,0.99747,0.95608,0.99821
0.99585,1.00557,0.99744,0.95675,0.99817
0.99552,1.00559,0.99741,0.95663,0.99817
0.99511,1.00557,0.99737,0.95642,0.99805
0.99477,1.00561,0.99734,0.95632,0.99802
0.99511,1.00563,0.9973,0.95653,0.99799
0.99601,1.00564,0.99726,0.95633,0.99794
0.99541,1.0057,0.99722,0.95623,0.99797
0.99568,1.00568,0.99718,0.95615,0.99783
0.99426,1.0057,0.99713,0.95582,0.9978
0.9949,1.00571,0.99709,0.95572,0.99781
0.99437,1.00573,0.99704,0.95598,0.99777
0.99454,1.00571,0.99699,0.95577,0.99762
0.99404,1.00572,0.99694,0.95575,0.99758
0.99508,1.00573,0.99689,0.95564,0.99759
0.99479,1.00571,0.99683,0.95541,0.99754
0.99482,1.00568,0.99677,0.95581,0.99735
0.99467,1.00569,0.99672,0.95556,0.9975
0.99438,1.0057,0.99666,0.95539,0.99748
0.99475,1.0057,0.9966,0.95528,0.99746
0.99509,1.0057,0.99653,0.95515,0.99738
0.9956,1.00566,0.99647,0.95504,0.99727
0.99421,1.00566,0.9964,0.95498,0.99722
0.99505,1.00565,0.99634,0.95484,0.99716
0.99512,1.00563,0.99627,0.95461,0.99699
0.99445,1.00562,0.9962,0.9544,0.99688
0.99495,1.00561,0.99612,0.95424,0.99684
0.99421,1.00555,0.99605,0.954,0.99668
0.99457,1.00554,0.99598,0.95388,0.99662
0.99554,1.0055,0.9959,0.95378,0.99633
0.99537,1.00547,0.99582,0.95378,0.99612
0.99581,1.00545,0.99574,0.95361,0.99608
0.99506,1.00547,0.99566,0.95353,0.99607
0.99507,1.00545,0.99558,0.95339,0.99596
0.99505,1.00546,0.9955,0.95346,0.99666
0.99488,1.00543,0.99542,0.95321,0.99648
0.99548,1.00543,0.99534,0.95317,0.99685
0.99496,1.00543,0.99525,0.95313,0.99684
0.99534,1.00545,0.99517,0.95324,0.99691
0.99527,1.00549,0.99509,0.95322,0.99787
0.99491,1.00542,0.995,0.95308,0.99748
0.99535,1.00541,0.99492,0.95296,0.99741
0.99485,1.00538,0.99483,0.95282,0.99715
0.99497,1.0054,0.99475,0.9528,0.99794
0.99558,1.00539,0.99467,0.9527,0.99856
0.99519,1.00531,0.99458,0.9527,0.99797
0.99555,1.00527,0.9945,0.95274,0.99751
0.99518,1.00524,0.99442,0.95267,0.9971
0.99438,1.00521,0.99433,0.95269,0.99669
0.99524,1.00519,0.99425,0.9527,0.99636
0.99503,1.0052,0.99418,0.95273,0.99616
0.99512,1.00522,0.9941,0.95273,0.99638
0.99556,1.00517,0.99402,0.95278,0.99614
0.99468,1.00516,0.99395,0.95287,0.99599
0.99554,1.00516,0.99387,0.9529,0.99558
0.9949,1.00514,0.9938,0.95302,0.99531
0.99496,1.00513,0.99373,0.95323,0.99492
0.99494,1.00508,0.99367,0.95332,0.99449
0.9944,1.00507,0.9936,0.95332,0.99426
0.99491,1.00503,0.99354,0.95345,0.99388
0.9952,1.00505,0.99349,0.95351,0.99373
0.99501,1.00501,0.99343,0.95353,0.99336
0.9953,1.00502,0.99338,0.95355,0.99314
0.99536,1.00502,0.99334,0.95354,0.99292
0.99516,1.00497,0.99329,0.95354,0.99257
0.99466,1.005,0.99325,0.95353,0.99244
0.99502,1.00503,0.99322,0.95356,0.99234
0.99472,1.00503,0.99319,0.95366,0.99214
0.99442,1.00503,0.99316,0.95366,0.99195
0.99496,1.00503,0.99314,0.95362,0.9918
0.9949,1.00503,0.99312,0.95373,0.9916
0.99428,1.00507,0.9931,0.95372,0.99149
0.99464,1.00503,0.99309,0.95361,0.99115
0.99507,1.00503,0.99309,0.95363,0.99087
0.9942,1.00508,0.99308,0.95372,0.99088
0.99465,1.00506,0.99309,0.95397,0.99072
0.99399,1.00511,0.99309,0.95381,0.99077
0.99348,1.00516,0.9931,0.95376,0.99077
0.9937,1.00517,0.99312,0.9537,0.99064
0.99409,1.00522,0.99314,0.95391,0.99065
0.99398,1.00522,0.99317,0.95401,0.99058
0.99297,1.00521,0.99319,0.9541,0.99049
0.99353,1.00521,0.99323,0.95419,0.99042
0.99276,1.00522,0.99326,0.9542,0.9904
0.99271,1.00522,0.99331,0.95403,0.99038
0.99321,1.00523,0.99335,0.95422,0.99037
0.99251,1.00522,0.9934,0.95429,0.99031
0.99352,1.00523,0.99345,0.95413,0.99035
0.99299,1.00523,0.99351,0.95395,0.9904
0.9922,1.00523,0.99357,0.95394,0.99046
0.99253,1.00523,0.99363,0.95402,0.9905
0.99191,1.00525,0.9937,0.95473,0.99059
0.99277,1.00524,0.99377,0.95502,0.99059
0.99186,1.0052,0.99384,0.9549,0.99049
0.99149,1.00519,0.99392,0.95521,0.99054
0.99306,1.00515,0.994,0.95539,0.99061
0.99279,1.00515,0.99408,0.95563,0.99083
0.99292,1.00514,0.99417,0.9558,0.99092
0.9926,1.00516,0.99426,0.95606,0.99111
0.99313,1.00516,0.99435,0.95623,0.99124
0.99282,1.00517,0.99444,0.9563,0.9913
0.99216,1.00516,0.99453,0.95661,0.99128
0.99189,1.00521,0.99463,0.95598,0.99155
0.99156,1.00524,0.99473,0.95601,0.99178
0.99268,1.00529,0.99483,0.95617,0.99207
0.99298,1.00529,0.99493,0.95621,0.99224
0.9926,1.00533,0.99504,0.95601,0.99253
0.99259,1.0053,0.99514,0.95613,0.99262
0.99173,1.0053,0.99525,0.95624,0.9929
0.99187,1.00534,0.99535,0.95628,0.99328
0.9923,1.00539,0.99546,0.95639,0.99368
0.99215,1.00539,0.99557,0.95645,0.99384
0.99237,1.00538,0.99568,0.9562,0.99411
0.99231,1.00542,0.99579,0.95632,0.99447
0.9923,1.00541,0.9959,0.95633,0.99472
0.99262,1.00537,0.99601,0.95642,0.99484
0.99272,1.0054,0.99612,0.95653,0.9951
0.99205,1.00545,0.99622,0.95595,0.99566
0.99284,1.0054,0.99633,0.95616,0.99556
0.99208,1.00536,0.99644,0.95614,0.99568
0.99265,1.00533,0.99655,0.9562,0.99581
0.99248,1.00529,0.99665,0.95622,0.99593
0.9925,1.00528,0.99676,0.95638,0.99616
0.99301,1.00528,0.99686,0.95633,0.9964
0.99404,1.00526,0.99696,0.95633,0.99669
0.99257,1.00525,0.99706,0.95644,0.99691
0.99235,1.00525,0.99716,0.95643,0.99716
0.99298,1.0052,0.99726,0.95647,0.9973
0.99238,1.0052,0.99735,0.95661,0.99758
0.99354,1.0052,0.99745,0.95661,0.99785
0.99294,1.0052,0.99754,0.95674,0.99815
0.99278,1.00515,0.99762,0.95663,0.99825
0.99282,1.00519,0.99771,0.95676,0.99863
0.99274,1.00516,0.99779,0.95679,0.99892
0.9927,1.00517,0.99787,0.95691,0.99933
0.99286,1.00517,0.99794,0.95684,0.99895
0.99269,1.00516,0.99802,0.95687,0.99957
0.99289,1.00514,0.99809,0.95698,0.99931
0.99321,1.00514,0.99815,0.95692,0.9995
0.99432,1.00508,0.99822,0.95681,0.99949
0.99308,1.00496,0.99828,0.95671,0.99835
0.99265,1.00498,0.99834,0.95673,0.99857
0.99359,1.00493,0.99839,0.95679,0.99851
0.9925,1.00493,0.99844,0.95689,0.99866
0.99342,1.00486,0.99849,0.95688,0.99768
0.99263,1.00477,0.99853,0.95706,0.99642
0.9925,1.0048,0.99857,0.95717,0.99647
0.99372,1.0048,0.99861,0.95723,0.99646
0.99333,1.00483,0.99864,0.9574,0.99652
0.99293,1.00486,0.99867,0.95736,0.99659
0.99276,1.00486,0.9987,0.95746,0.99658
0.99316,1.00483,0.99872,0.95763,0.99652
0.9931,1.00476,0.99874,0.95746,0.99588
0.99283,1.00478,0.99876,0.95743,0.9957
0.99243,1.00481,0.99877,0.95751,0.9956
0.99182,1.00478,0.99878,0.95759,0.99548
0.99328,1.00482,0.99879,0.95756,0.99553
0.99274,1.00483,0.99879,0.95737,0.99559
0.9929,1.00484,0.99879,0.95738,0.99552
0.99334,1.0048,0.99879,0.95747,0.99529
0.99268,1.00485,0.99878,0.9575,0.99539
0.99297,1.00486,0.99877,0.9575,0.9954
0.99201,1.00487,0.99876,0.95742,0.99536
0.99344,1.00488,0.99874,0.95745,0.99532
0.99253,1.00488,0.99872,0.95745,0.99522
0.99191,1.00493,0.9987,0.95747,0.99525
0.99249,1.00493,0.99867,0.95747,0.99513
0.99132,1.00493,0.99864,0.95748,0.99498
0.99255,1.00494,0.9986,0.95737,0.99488
0.99171,1.00491,0.99857,0.95735,0.99466
0.99226,1.00494,0.99853,0.95729,0.99462
0.99124,1.00495,0.99848,0.95732,0.9945
0.99167,1.00498,0.99844,0.95731,0.99462
0.99199,1.005,0.99839,0.95737,0.99461
0.99118,1.00501,0.99834,0.95733,0.99454
0.99098,1.005,0.99828,0.95734,0.99445
0.99251,1.00503,0.99822,0.95727,0.99443
0.99193,1.00504,0.99816,0.95728,0.99434
0.99176,1.00502,0.9981,0.95713,0.99421
0.99149,1.00504,0.99803,0.95735,0.99409
0.99179,1.00504,0.99797,0.95744,0.99397
0.9914,1.00502,0.9979,0.95727,0.99378
0.99098,1.00503,0.99783,0.95574,0.99369
0.99138,1.00501,0.99775,0.95587,0.99353
0.99131,1.00499,0.99768,0.95611,0.99337
0.99109,1.00497,0.9976,0.95636,0.9933
0.99102,1.00499,0.99752,0.95631,0.99328
0.99084,1.00504,0.99744,0.95593,0.99337
0.9913,1.00506,0.99736,0.95606,0.99339
0.99106,1.00504,0.99727,0.9562,0.99338
0.99139,1.00506,0.99719,0.95627,0.99342
0.99017,1.00504,0.9971,0.95652,0.99339
0.9908,1.00502,0.99701,0.95677,0.99339
0.99071,1.00504,0.99693,0.95682,0.99345
0.99118,1.00505,0.99684,0.95701,0.99351
0.9916,1.00507,0.99674,0.95703,0.99359
0.99106,1.00511,0.99665,0.95716,0.99359
0.99106,1.00511,0.99656,0.95714,0.99352
0.99135,1.00513,0.99646,0.95714,0.99359
0.99067,1.0051,0.99637,0.95724,0.99356
0.99073,1.00515,0.99627,0.95721,0.99366
0.9906,1.00516,0.99617,0.95742,0.99372
0.99073,1.00518,0.99607,0.9574,0.99374
0.99069,1.00515,0.99597,0.95754,0.99358
0.99091,1.00515,0.99587,0.95763,0.99352
0.99098,1.00515,0.99577,0.95762,0.99344
0.98993,1.00512,0.99567,0.95781,0.99327
0.99035,1.00511,0.99557,0.95801,0.99318
0.99084,1.00511,0.99546,0.9581,0.99308
0.99076,1.00519,0.99535,0.95821,0.99386
0.99116,1.00524,0.99525,0.9583,0.99451
0.99043,1.0052,0.99514,0.95839,0.99412
0.99095,1.00515,0.99503,0.95857,0.99371
0.99072,1.00508,0.99492,0.95857,0.99328
0.99072,1.00505,0.99481,0.95864,0.99298
0.9904,1.005,0.9947,0.95884,0.99265
0.99178,1.00497,0.99458,0.95885,0.99264
0.99129,1.00493,0.99447,0.95907,0.9926
0.99065,1.00484,0.99436,0.95928,0.99185
0.99147,1.0048,0.99424,0.95932,0.99151
0.99021,1.00478,0.99412,0.9595,0.99121
0.99085,1.00477,0.99401,0.95958,0.99092
0.9909,1.00478,0.99389,0.95956,0.99072
0.99095,1.00476,0.99377,0.9596,0.99041
0.99077,1.00472,0.99365,0.95966,0.99024
0.99105,1.00478,0.99353,0.95969,0.99004
0.99127,1.00471,0.99341,0.95974,0.98965
0.99121,1.00465,0.99329,0.95974,0.98926
0.99148,1.00462,0.99317,0.95977,0.98898
0.99171,1.00461,0.99305,0.95978,0.98908
0.99174,1.0046,0.99293,0.95979,0.98899
0.99143,1.00457,0.99281,0.95978,0.98872
0.99155,1.00456,0.99269,0.95988,0.98847
0.99103,1.00451,0.99257,0.95987,0.98814
0.99139,1.00453,0.99245,0.95973,0.98801
0.99133,1.00448,0.99233,0.9597,0.9877
0.99267,1.00443,0.99221,0.95955,0.98742
0.99068,1.00439,0.9921,0.95955,0.9868
0.99089,1.00435,0.99198,0.95952,0.98649
0.99143,1.0043,0.99187,0.95956,0.98619
0.99181,1.0043,0.99176,0.95951,0.9862
0.99064,1.00429,0.99165,0.95957,0.98602
0.99109,1.00426,0.99154,0.95955,0.98576
0.99111,1.00425,0.99144,0.95962,0.98559
0.99043,1.00426,0.99133,0.95967,0.98543
0.99111,1.00427,0.99123,0.95974,0.9855
0.99112,1.00428,0.99113,0.95971,0.98539
0.99112,1.00426,0.99104,0.95976,0.98526
0.99083,1.00433,0.99094,0.95962,0.98556
0.9907,1.00433,0.99085,0.95956,0.98546
0.9912,1.00431,0.99077,0.9596,0.98529
0.99143,1.00432,0.99068,0.95964,0.98523
0.99152,1.00433,0.9906,0.95946,0.98525
0.99122,1.0044,0.99052,0.95962,0.98552
0.99034,1.00439,0.99045,0.95965,0.98562
0.99118,1.00436,0.99038,0.95957,0.98535
0.99129,1.00437,0.99031,0.95938,0.98531
0.99242,1.00434,0.99025,0.95938,0.98502
0.99079,1.00437,0.99018,0.95948,0.98484
0.98994,1.00441,0.99013,0.95929,0.98473
0.99037,1.00445,0.99008,0.95909,0.98465
0.98971,1.00445,0.99003,0.95891,0.98442
0.99077,1.00446,0.98998,0.9587,0.98437
0.9903,1.00449,0.98994,0.95858,0.98421
0.99011,1.00448,0.9899,0.95846,0.98395
0.98973,1.00447,0.98987,0.95827,0.98379
0.98931,1.00447,0.98984,0.95814,0.98361
0.9889,1.00443,0.98982,0.95803,0.98337
0.98988,1.00439,0.98979,0.95776,0.98316
0.9893,1.0044,0.98978,0.95763,0.98313
0.9889,1.00443,0.98977,0.95747,0.9831
0.98855,1.00443,0.98976,0.95735,0.98308
0.98884,1.00443,0.98975,0.95701,0.98306
0.98946,1.00438,0.98975,0.95697,0.98273
0.98903,1.0044,0.98976,0.95673,0.98271
0.98829,1.00444,0.98976,0.9566,0.98275
0.98932,1.00449,0.98977,0.95649,0.98313
0.98879,1.00451,0.98979,0.95626,0.98319
0.98887,1.0045,0.98981,0.95602,0.98313
0.98801,1.00453,0.98983,0.95605,0.98312
0.98905,1.00453,0.98985,0.95564,0.98312
0.98824,1.00452,0.98988,0.95518,0.98315
0.98871,1.00455,0.98991,0.95507,0.98327
0.9889,1.00458,0.98994,0.95651,0.98341
0.98856,1.00461,0.98998,0.95644,0.9836
0.98924,1.00464,0.99002,0.95627,0.98377
0.98816,1.00467,0.99006,0.95594,0.98389
0.98901,1.00467,0.9901,0.95599,0.98397
0.98818,1.00465,0.99015,0.95643,0.98405
0.98809,1.00461,0.99019,0.95653,0.98404
0.98818,1.00464,0.99024,0.95663,0.98427
0.9891,1.00461,0.99029,0.95673,0.98434
0.98894,1.00463,0.99034,0.95667,0.98452
0.98881,1.00465,0.9904,0.9565,0.98462
0.98911,1.0046,0.99045,0.95659,0.98456
0.98809,1.00462,0.9905,0.95667,0.9847
0.98839,1.00458,0.99055,0.95661,0.98468
0.98885,1.00453,0.99061,0.95673,0.9847
0.98856,1.00452,0.99066,0.95674,0.98481
0.98957,1.00455,0.99071,0.95677,0.98539
0.98856,1.00457,0.99077,0.95672,0.98553
0.9883,1.00456,0.99082,0.95684,0.98561
0.98921,1.0045,0.99087,0.9569,0.98555
0.98939,1.00452,0.99092,0.95695,0.98562
0.98874,1.0045,0.99097,0.95702,0.9857
0.98892,1.00449,0.99101,0.95708,0.98579
0.98871,1.00447,0.99106,0.9572,0.98587
0.98876,1.00448,0.9911,0.95726,0.98605
0.9891,1.00444,0.99115,0.95727,0.98607
0.9893,1.00443,0.99119,0.95735,0.98626
0.98955,1.00429,0.99122,0.9573,0.98536
0.99044,1.00417,0.99126,0.95747,0.98442
0.9891,1.00415,0.9913,0.95755,0.98459
0.98988,1.00415,0.99133,0.95765,0.98468
0.99024,1.00416,0.99136,0.95775,0.9849
0.98979,1.0041,0.99138,0.95783,0.98489
0.98921,1.00409,0.99141,0.95782,0.98506
0.98886,1.00411,0.99143,0.95793,0.98524
0.98915,1.00406,0.99145,0.95804,0.98493
0.98942,1.00408,0.99146,0.95802,0.98522
0.98979,1.00407,0.99148,0.95809,0.98541
0.98986,1.00409,0.99149,0.95815,0.98559
0.98921,1.00408,0.9915,0.95814,0.98577
0.98872,1.00403,0.9915,0.95823,0.98581
0.9897,1.00403,0.9915,0.95823,0.98592
0.98871,1.00403,0.9915,0.95822,0.98581
0.98916,1.00391,0.9915,0.95821,0.98557
0.98948,1.00391,0.99149,0.95827,0.98564
0.9899,1.00391,0.99148,0.95848,0.98571
0.98903,1.00389,0.99147,0.95855,0.98582
0.98886,1.00388,0.99145,0.95856,0.98552
0.98966,1.00382,0.99143,0.95864,0.98522
0.98909,1.00383,0.99141,0.95863,0.98528
0.98989,1.0038,0.99139,0.95861,0.98525
0.98914,1.0038,0.99136,0.95863,0.98546
0.98923,1.00378,0.99134,0.95871,0.98554
0.98875,1.00379,0.9913,0.95876,0.98557
0.99005,1.00377,0.99127,0.95895,0.98553
0.98954,1.00381,0.99124,0.95897,0.98576
0.98934,1.00379,0.9912,0.95903,0.98574
0.98945,1.00377,0.99116,0.95901,0.98569
0.98964,1.00378,0.99112,0.95918,0.98548
0.98914,1.00378,0.99107,0.95923,0.98547
0.98929,1.00381,0.99103,0.95909,0.98555
0.9889,1.00383,0.99098,0.95909,0.98555
0.98896,1.00382,0.99093,0.95917,0.98548
0.98884,1.00384,0.99088,0.95918,0.9853
0.9885,1.00387,0.99083,0.95907,0.98533
0.98952,1.00387,0.99078,0.95912,0.98524
0.98921,1.00382,0.99073,0.95913,0.98484
0.98996,1.00381,0.99067,0.95941,0.98473
0.98948,1.00384,0.99062,0.95962,0.98473
0.99004,1.00385,0.99056,0.95957,0.98475
0.99149,1.00389,0.9905,0.95945,0.98478
0.99042,1.00388,0.99045,0.95934,0.98457
0.99102,1.00387,0.99039,0.95921,0.98429
0.99107,1.00388,0.99033,0.95908,0.98428
0.99049,1.00389,0.99027,0.9589,0.98404
0.99052,1.00393,0.99022,0.95912,0.98402
0.98987,1.00391,0.99016,0.9589,0.9838
0.98915,1.00392,0.9901,0.95882,0.98372
0.98926,1.00393,0.99005,0.95878,0.98369
0.98923,1.00391,0.98999,0.95834,0.98359
0.98875,1.0039,0.98994,0.95848,0.9834
0.98858,1.00389,0.98988,0.95851,0.98332
0.98929,1.0039,0.98983,0.95847,0.98339
0.98956,1.0039,0.98978,0.95811,0.98325
0.98893,1.00388,0.98972,0.9581,0.98307
0.98885,1.00393,0.98967,0.95805,0.98321
0.99001,1.00398,0.98962,0.95798,0.98327
0.9889,1.004,0.98958,0.95813,0.98325
0.99069,1.00401,0.98953,0.95838,0.98316
0.99004,1.00398,0.98948,0.95846,0.98301
0.99022,1.00403,0.98944,0.95857,0.98305
0.98977,1.00407,0.9894,0.95853,0.9831
0.98974,1.00408,0.98936,0.95866,0.98306
0.98929,1.00409,0.98932,0.95862,0.98301
0.9896,1.00408,0.98928,0.9586,0.98257
0.99,1.00408,0.98924,0.95862,0.98242
0.98917,1.00406,0.9892,0.95862,0.98234
0.99002,1.00406,0.98917,0.95853,0.98233
0.9889,1.00407,0.98914,0.95879,0.98235
0.98915,1.00407,0.98911,0.95882,0.98235
0.9893,1.00406,0.98908,0.95876,0.98228
0.98955,1.00405,0.98905,0.95878,0.98224
0.98933,1.00402,0.98902,0.95884,0.98208
0.98985,1.00401,0.989,0.95888,0.9821
0.98963,1.00398,0.98898,0.95895,0.98208
0.98949,1.00397,0.98895,0.95894,0.98209
0.98931,1.00396,0.98894,0.95933,0.9821
0.98905,1.00399,0.98892,0.95937,0.98229
0.98993,1.00396,0.9889,0.95932,0.98221
0.98998,1.00395,0.98888,0.95935,0.98216
0.98922,1.00391,0.98887,0.95937,0.98209
0.98954,1.00391,0.98886,0.95961,0.98228
0.98943,1.00394,0.98885,0.95951,0.98255
0.98956,1.00391,0.98884,0.95941,0.98256
0.98991,1.00391,0.98883,0.95939,0.98269
0.98913,1.00394,0.98883,0.95931,0.98291
0.98969,1.00397,0.98882,0.95944,0.98304
0.99061,1.00393,0.98882,0.95952,0.9825
0.98941,1.00389,0.98882,0.95963,0.98242
0.9895,1.00385,0.98882,0.95965,0.98235
0.99033,1.00387,0.98883,0.95962,0.98245
0.98999,1.00384,0.98883,0.9597,0.98243
0.98938,1.00387,0.98884,0.95966,0.98259
0.98963,1.00387,0.98885,0.95966,0.98269
0.98978,1.0039,0.98886,0.95967,0.98333
0.99034,1.00389,0.98887,0.95955,0.98382
0.98966,1.00389,0.98889,0.95947,0.98389
0.99044,1.00389,0.98891,0.95926,0.98403
0.99002,1.00389,0.98893,0.95936,0.9841
0.99006,1.0039,0.98895,0.95936,0.9842
0.99002,1.00387,0.98897,0.95936,0.98411
0.98986,1.00387,0.98899,0.95924,0.98417
0.98958,1.00387,0.98902,0.95928,0.98414
0.99042,1.0039,0.98905,0.95937,0.98424
0.98956,1.00387,0.98908,0.9595,0.98417
0.98999,1.00382,0.98911,0.95959,0.98381
0.99041,1.00382,0.98915,0.95952,0.98386
0.98993,1.00377,0.98918,0.9596,0.98363
0.98981,1.0038,0.98922,0.95957,0.98359
0.98995,1.0038,0.98926,0.95953,0.98353
0.99,1.00376,0.98931,0.95957,0.98333
0.99021,1.00378,0.98935,0.9596,0.98327
0.98953,1.00378,0.9894,0.95965,0.98327
0.99032,1.00376,0.98945,0.9597,0.98342
0.9901,1.00379,0.9895,0.95975,0.98352
0.98939,1.00377,0.98956,0.95973,0.98365
0.98942,1.00376,0.98962,0.95965,0.98392
0.9897,1.00375,0.98967,0.95951,0.98383
0.98975,1.00375,0.98974,0.9595,0.98384
0.98975,1.00376,0.9898,0.95936,0.98387
0.99005,1.00375,0.98986,0.95936,0.98385
0.98987,1.00376,0.98993,0.95937,0.98385
0.98956,1.00374,0.99,0.95924,0.98359
0.98997,1.00373,0.99007,0.95927,0.98345
0.98915,1.00374,0.99014,0.95914,0.98344
0.98948,1.00374,0.99022,0.95896,0.9835
0.98957,1.00373,0.9903,0.95889,0.98333
0.98921,1.00378,0.99038,0.95887,0.98354
0.98959,1.00381,0.99046,0.9589,0.98357
0.98947,1.00378,0.99054,0.95882,0.98349
0.9889,1.00381,0.99062,0.95866,0.98352
0.9899,1.00378,0.99071,0.9589,0.98337
0.98943,1.00378,0.99079,0.95879,0.98339
0.98897,1.00382,0.99088,0.95873,0.98351
0.98861,1.00382,0.99097,0.95868,0.98354
0.98932,1.00379,0.99106,0.95876,0.98352
0.98914,1.0038,0.99115,0.95859,0.9836
0.9888,1.00381,0.99124,0.95856,0.98362
0.98814,1.00382,0.99133,0.95816,0.98372
0.98853,1.00379,0.99143,0.95779,0.98371
0.98842,1.0038,0.99152,0.95776,0.98371
0.9878,1.0038,0.99161,0.95773,0.98367
0.98844,1.00376,0.99171,0.95771,0.9835
0.98857,1.00379,0.9918,0.9576,0.98348
0.98799,1.00382,0.9919,0.95759,0.98353
0.98741,1.00387,0.99199,0.95773,0.98366
0.98793,1.00388,0.99208,0.95731,0.98376
0.98789,1.0039,0.99218,0.95744,0.98388
0.98815,1.00388,0.99227,0.95736,0.98392
0.98825,1.00388,0.99236,0.95734,0.98397
0.98793,1.0039,0.99245,0.95776,0.98405
0.98827,1.0039,0.99255,0.95759,0.98404
0.98797,1.00391,0.99264,0.9576,0.98405
0.98895,1.00392,0.99272,0.95763,0.98402
0.98735,1.00394,0.99281,0.95798,0.98417
0.98779,1.00399,0.9929,0.95802,0.98439
0.98699,1.00397,0.99298,0.95808,0.98436
0.98761,1.00395,0.99306,0.95826,0.9844
0.98767,1.00394,0.99314,0.95827,0.98445
0.98788,1.00396,0.99322,0.958,0.98466
0.9878,1.00402,0.9933,0.95802,0.98491
0.9886,1.00401,0.99337,0.95794,0.98498
0.98819,1.00402,0.99344,0.95796,0.98513
0.98792,1.00401,0.99351,0.95797,0.98524
0.98809,1.004,0.99358,0.95806,0.98535
0.98714,1.00402,0.99365,0.95808,0.98552
0.987,1.00403,0.99371,0.95813,0.98572
0.98776,1.00408,0.99377,0.95808,0.98598
0.98804,1.00409,0.99382,0.95813,0.98616
0.9876,1.00409,0.99387,0.95799,0.98626
